id;id_grado;id_facultad
404;159;147
405;159;148
406;159;149
407;161;150
408;161;151
409;162;109
410;178;109
411;179;109
412;186;109
413;187;109
414;188;109
415;194;109
416;162;152
417;163;153
418;200;153
419;201;153
420;203;153
421;204;153
422;163;154
423;164;155
424;165;156
425;166;156
426;141;157
427;142;157
428;178;157
429;184;157
430;185;157
431;186;157
432;189;157
433;190;157
434;196;157
435;199;157
436;202;157
437;203;157
438;204;157
439;220;157
440;167;158
441;168;158
442;169;159
443;170;159
444;174;160
445;177;161
446;178;162
447;178;163
448;194;163
449;201;163
450;209;163
451;180;164
452;182;165
453;184;165
454;183;166
455;203;166
456;185;168
457;189;168
458;198;168
459;201;168
460;203;168
461;206;168
462;189;169
463;203;169
464;190;170
465;191;171
466;192;171
467;193;171
468;193;172
469;194;173
470;194;174
471;197;175
472;197;176
473;198;177
474;198;178
475;202;178
476;203;179
477;204;180
478;209;180
479;205;181
480;206;182
481;206;183
482;212;183
483;215;183
484;208;83
485;221;83
486;210;185
487;217;185
488;211;184
489;213;186
490;214;186
491;215;187
492;220;188
